id;verifiable;label;claim;evidence;evidence_article;compressed_evidence;evidence_text;annotation;gpt_label;gpt_evidence;evidence_correctness;label_correct;evidence_correct_strict;evidence_correct_medium;evidence_correct_relaxed
118342;VERIFIABLE;SUPPORTS;Bangladesh is on a subcontinent.;[[[138842, 153891, 'Bangladesh', 21]], [[138843, 153892, 'Bangladesh', 21]]];Bangladesh;[[21], [21]];"Bangladesh -LRB- -LSB- bæŋɡləˈdɛʃ -RSB- -LSB- ˌbɑːŋɡləˈdɛʃ -RSB- -LSB- : bn : বাংলাদেশ , বাংলাদেশ -RSB- , -LSB- ˈbaŋlad̪eʃ -RSB- , lit . `` The country of Bengal '' -RRB- , officially the People 's Republic of Bangladesh , is a country in South Asia . It shares land borders with India and Myanmar -LRB- Burma -RRB- . Nepal , Bhutan and China are located near Bangladesh but do not share a border with it . The country 's maritime territory in the Bay of Bengal is roughly equal to the size of its land area . Bangladesh is the world 's eighth most populous country . Dhaka is its capital and largest city , followed by Chittagong , which has the country 's largest port .   Bangladesh forms the largest and eastern part of the Bengal region . Bangladeshis include people of different ethnic groups and religions . Bengalis , who speak the official Bengali language , make up 98 % of the population . The politically dominant Bengali Muslims make the nation the world 's third largest Muslim-majority country . Most of Bangladesh is covered by the Bengal delta , the largest delta on Earth . The country has 700 rivers and 8,046 km -LRB- 5,000 miles -RRB- of inland waterways . Highlands with evergreen forests are found in the northeastern and southeastern regions of the country . Bangladesh has many islands and a coral reef . It is home to the Sundarbans , the largest mangrove forest in the world . The country 's biodiversity includes a vast array of plant and wildlife , including critically endangered Bengal tigers , the national animal .   The Greeks and Romans identified the region as Gangaridai , a powerful kingdom of the historical subcontinent , in the 3rd century BCE . Archaeological research has unearthed several ancient cities in Bangladesh , which had international trade links for millennia . The Bengal Sultanate and Mughal Bengal transformed the region into a cosmopolitan Islamic imperial power between the 14th and 18th centuries . The region was home to many principalities that had inland naval prowess . It was also a notable center of the worldwide muslin and silk trade . As part of British India , the region was influenced by the Bengali renaissance and played an important role in anti-colonial movements . The Partition of British India made East Bengal a part of the Dominion of Pakistan ; and was renamed as East Pakistan . The region witnessed the Bengali Language Movement in 1952 and the Bangladesh Liberation War in 1971 . After independence , a parliamentary republic was established . A presidential government was in place between 1975 and 1990 , followed by a return to parliamentary democracy . The country has also been affected by poverty , natural disasters , hunger , dominant party systems and military coups .   Bangladesh is a middle power and a major developing nation . Within South Asia , the country ranks first in gender equality , second in foreign exchange earnings and third in life expectancy and peacefulness . Listed as one of the Next Eleven , its economy ranks 46th in terms of nominal gross domestic product -LRB- GDP -RRB- and 29th in terms of purchasing power parity -LRB- PPP -RRB- . It is one of the largest textile exporters in the world . Its major trading partners are the European Union , the United States , China , India , Japan , Malaysia and Singapore . With its strategically vital location between Southern , Eastern and Southeast Asia , Bangladesh is an important promoter of regional connectivity and cooperation . It is a founding member of SAARC , BIMSTEC , the Bangladesh-China-India-Myanmar Forum for Regional Cooperation and the Bangladesh Bhutan India Nepal Initiative . It is also a member of the Commonwealth of Nations , the Developing 8 Countries , the OIC , the Non Aligned Movement , the Group of 77 and the World Trade Organization . Bangladesh is one of the largest contributors to United Nations peacekeeping forces . ";"SUPPORTED
2";SUPPORTS;[1];DISJOINT;True;False;False;False
90504;VERIFIABLE;SUPPORTS;2001: A Space Odyssey was edited using at least one company's facilities.;[[[107807, 121283, '2001-COLON-_A_Space_Odyssey_-LRB-film-RRB-', 9]]];2001-COLON-_A_Space_Odyssey_-LRB-film-RRB-;[[9]];"2001 : A Space Odyssey is a 1968 epic science-fiction film produced and directed by Stanley Kubrick . The screenplay was written by Kubrick and Arthur C. Clarke , partially inspired by Clarke 's short story `` The Sentinel '' . Clarke concurrently wrote the novel 2001 : A Space Odyssey , published soon after the film was released . The film follows a voyage to Jupiter with the sentient computer Hal after the discovery of a mysterious black monolith affecting human evolution . It deals with the themes of existentialism , human evolution , technology , artificial intelligence , and extraterrestrial life . It is noted for its scientifically accurate depiction of space flight , pioneering special effects , and ambiguous imagery . It uses sound and minimal dialogue in place of traditional narrative techniques ; the soundtrack consists of classical music such as Gayane Ballet Suite , The Blue Danube , Also sprach Zarathustra , and pieces from contemporary composer György Ligeti .   2001 : A Space Odyssey was financed and distributed by American studio Metro-Goldwyn-Mayer , but it was filmed and edited almost entirely in England using the studio facilities of the MGM-British Studios and those of Shepperton Studios , mostly because of the availability of much larger sound stages than in the United States . Production was subcontracted to Kubrick 's production company , and care was taken that the film would be sufficiently British to qualify for subsidy from the Eady Levy . Kubrick had shot his previous two films in England and decided to settle there permanently during filming .   2001 : A Space Odyssey initially received mixed reactions from critics and audiences , but it garnered a cult following and slowly became the highest-grossing North American film of 1968 . It was nominated for four Academy Awards and received one for its visual effects . The sequel 2010 was released in 1984 , directed by Peter Hyams .   Today , 2001 : A Space Odyssey is widely regarded as one of the greatest and most influential films ever made . In 1991 , it was deemed `` culturally , historically , or aesthetically significant '' by the United States Library of Congress and selected for preservation in the National Film Registry . The critics ' polls in the 2002 and 2012 editions of Sight & Sound magazine ranked 2001 : A Space Odyssey sixth in the top ten films of all time ; it also tied for second place in the directors ' poll of the same magazine . In 2010 , it was named the greatest film of all time by The Moving Arts Film Journal . ";"SUPPORTED
8";SUPPORTS;[7];DISJOINT;True;False;False;False
44503;NOT VERIFIABLE;NOT ENOUGH INFO;Andy Roddick won 5 Master Series between 2002 and 2010 while battling lung cancer.;[[[60894, None, None, None]]];Andy_Roddick;[[None]];Andrew Stephen `` Andy '' Roddick -LRB- born August 30 , 1982 -RRB- is an American former professional tennis player .   He became a Grand Slam singles champion , and world number one , when he won the title at the 2003 US Open , defeating Juan Carlos Ferrero in the final . Despite several more years as one of the world 's best players that would remain his only Grand Slam triumph . He is the most recent North American male player to win a Grand Slam singles event , the most recent to reach the top ranking , and the most recent to claim the year-end world No. 1 -LRB- 2003 -RRB- . Roddick reached four other Grand Slam finals -LRB- Wimbledon in 2004 , 2005 , and 2009 , and the US Open in 2006 -RRB- , losing to Roger Federer every time . Roddick was ranked in the top 10 for nine consecutive years between 2002 and 2010 , at year 's end , and won five Masters Series in that period . He is married to Brooklyn Decker , a former Sports Illustrated swimwear model and actress .   On August 30 , 2012 , during the 2012 US Open and on his 30th birthday , Roddick announced that he would retire after the tournament . Following a fourth-round defeat by Juan Martín del Potro , Roddick retired from the sport with the aim of focusing on his foundation , the Andy Roddick Foundation , in future years .   In 2015 , Roddick played for the Austin Aces in World Team Tennis . This was his eighth season in World Team Tennis and the fifth team he has played for . ;"REFUTED
7";REFUTES;[7];;False;False;False;False
161891;VERIFIABLE;REFUTES;Britney Spears has refused to be an actress her entire life.;[[[186418, 198233, 'Britney_Spears', 0]]];Britney_Spears;[[0]];Britney Jean Spears -LRB- born December 2 , 1981 -RRB- is an American singer , dancer , and actress . Born in McComb , Mississippi , and raised in Kentwood , Louisiana , she performed acting roles in stage productions and television shows as a child before signing with Jive Records in 1997 . Spears 's first and second studio albums , ... Baby One More Time -LRB- 1999 -RRB- and Oops ! ... I Did It Again -LRB- 2000 -RRB- , became international successes , with the former becoming the best-selling album by a teenage solo artist . Title tracks '' ... Baby One More Time '' and `` Oops ! ... I Did It Again '' broke international sales records . In 2001 , Spears released her self-titled third studio album , Britney , and played the starring role in the film Crossroads -LRB- 2002 -RRB- . She assumed creative control of her fourth studio album , In the Zone -LRB- 2003 -RRB- , which yielded the worldwide success of the single `` Toxic '' .   In 2007 , Spears 's much-publicized personal issues sent her career into hiatus . Her fifth studio album , Blackout , was released later that year , and spawned singles such as `` Gim me More '' and `` Piece of Me '' . Her erratic behavior and hospitalizations continued through the following year , at which point she was placed under a still ongoing conservatorship . Spears 's sixth studio album , Circus -LRB- 2008 -RRB- , included the international chart-topping single `` Womanizer '' . Her seventh studio album , Femme Fatale -LRB- 2011 -RRB- , became her first to yield three top-ten singles in the United States . She released her eighth studio album Britney Jean in 2013 . Later that year , Spears began the four-year residency show , Britney : Piece of Me , at The AXIS at Planet Hollywood Resort & Casino in Las Vegas . In 2016 , Spears released her ninth studio album , Glory . In 2017 , she announced that her residency show would develop into a world tour , Britney : Live in Concert .   Spears is regarded as a pop icon and credited with influencing the revival of teen pop during the late 1990s . She became the best-selling teenage artist of all time and garnered honorific titles including the `` Princess of Pop '' . Her work has earned her numerous awards and accolades , including a Grammy Award , six MTV Video Music Awards including the Lifetime Achievement Award , seven Billboard Music Awards including the Millennium Award and a star on the Hollywood Walk of Fame . In 2009 , Billboard ranked her as the 8th overall Artist of the Decade , and also recognized her as the best-selling female artist of the 2000s , as well as the fifth overall . The Recording Industry Association of America -LRB- RIAA -RRB- lists Spears as the eighth top-selling female artist in the United States , with 34 million certified albums . She has sold over 100 million records worldwide making her one of the best-selling music artists of all time . According to Billboard Spears has sold about 22.38 million singles in digital downloads in US and is the fourth best-selling female artist since Nielsen SoundScan began .   Rolling Stone recognized her instant success as one of the Top 25 Teen Idol Breakout Moments of all time , while VH1 ranked her eleventh on their `` 100 Greatest Women in Music '' list in 2012 , and Billboard named her the sexiest woman in music . Forbes reported that Spears was the highest paid female musician of 2012 , with earnings of $ 58 million , having last topped the list in 2002 . ;NOT ENOUGH INFO;NOT ENOUGH INFO;[];;False;False;False;False
108493;VERIFIABLE;SUPPORTS;Neal Schon is an American vocalist.;[[[127300, 141843, 'Neal_Schon', 0]]];Neal_Schon;[[0]];Neal Joseph Schon -LRB- born February 27 , 1954 -RRB- is an American rock guitarist , songwriter , and vocalist , best known for his work with the bands Journey and Bad English . He is Journey 's last original constant member , having participated in every album and tour to date . He was a member of the rock band Santana before forming Journey , and was also an original member of Hardline .   Schon was inducted into the Oklahoma Music Hall of Fame on August 23 , 2013 . Schon was inducted into the Rock and Roll Hall of Fame as a member of Journey on April 7 , 2017 . ;"SUPPORTED
1";SUPPORTS;[0];CORRECT;True;True;True;True
18652;VERIFIABLE;SUPPORTS;Matt Damon is a person.;[[[34281, 41566, 'Matt_Damon', 1]], [[34281, 41567, 'Matt_Damon', 0]], [[34281, 41568, 'Matt_Damon', 5]], [[34281, 41569, 'Matt_Damon', 6]]];Matt_Damon;[[1], [0], [5], [6]];Matthew Paige Damon -LRB- -LSB- ˈdeɪmən -RSB- born October 8 , 1970 -RRB- is an American actor , film producer , and screenwriter . He is ranked among Forbes magazine 's most bankable stars and is one of the highest-grossing actors of all time . Damon has received various accolades , including an Academy Award from five nominations , two Golden Globe Awards from eight nominations , and has been nominated for two British Academy Film Awards and six Emmy Awards .   Born and raised in Cambridge , Massachusetts , Damon began his acting career by appearing in high school theater productions and he made his professional acting debut in the film Mystic Pizza -LRB- 1988 -RRB- . He came to prominence in 1997 when he wrote and starred in Good Will Hunting alongside Ben Affleck , which won them the Academy and Golden Globe awards for Best Screenplay , and earned Damon a nomination for the Academy Award for Best Actor . He continued to garner praise from critics for his roles as the eponymous character in Saving Private Ryan -LRB- 1998 -RRB- , the antihero in The Talented Mr. Ripley -LRB- 1999 -RRB- , a fallen angel in Dogma -LRB- 1999 -RRB- , an energy analyst in Syriana -LRB- 2005 -RRB- , and a corrupt Irish-American police officer in The Departed -LRB- 2006 -RRB- .   Damon is also known for his starring roles as Jason Bourne in the Bourne franchise -LRB- 2002 -- 16 -RRB- and as a con man in the Ocean 's Trilogy -LRB- 2001 -- 07 -RRB- . For his supporting role as the rugby player Francois Pienaar in Invictus -LRB- 2009 -RRB- and his leading role as an astronaut stranded on Mars in The Martian -LRB- 2015 -RRB- , Damon received Oscar nominations for Best Supporting Actor and Best Actor , respectively . The latter also won him a Golden Globe Award for Best Actor . Damon has received Emmy Award nominations for his portrayal of Scott Thorson in the biopic Behind the Candelabra -LRB- 2013 -RRB- and for producing the reality series Project Greenlight . He also received an Oscar nomination for producing Manchester by the Sea -LRB- 2016 -RRB- .   In addition to acting in films , Damon has performed voice-over work in both animated and documentary films and has established two production companies with Affleck . He has been involved in charitable work , including the ONE Campaign , H2O Africa Foundation , Feeding America , and Water.org . Damon is married to Luciana Bozán Barroso , and they have three daughters together . ;"SUPPORTED
1";SUPPORTS;[0];CORRECT;True;True;True;True
157422;VERIFIABLE;REFUTES;Daniel Craig has appeared exactly four movies.;[[[181607, 193864, 'Daniel_Craig', 8], [181607, 193864, 'Daniel_Craig', 7]], [[181607, 193865, 'Daniel_Craig', 17], [181607, 193865, 'Daniel_Craig', 15]]];Daniel_Craig;[[8, 7], [17, 15]];Daniel Wroughton Craig -LRB- born 2 March 1968 -RRB- is an English actor . He trained at the National Youth Theatre and graduated from the Guildhall School of Music and Drama in 1991 , before beginning his career on stage . His film debut was in the drama The Power of One -LRB- 1992 -RRB- . Other early appearances were in the Disney family film A Kid in King Arthur 's Court -LRB- 1995 -RRB- and the biographical film Elizabeth -LRB- 1998 -RRB- , as well as in the historical war drama television series Sharpe 's Eagle -LRB- 1993 -RRB- and the action-adventure drama series Zorro . Cast as the fictional British secret agent James Bond in October 2005 , his first film in the role , Casino Royale , was released internationally in November 2006 .   Craig 's appearances in the British television film Love Is the Devil : Study for a Portrait of Francis Bacon -LRB- 1998 -RRB- , the indie war film The Trench -LRB- 1999 -RRB- , and the drama Some Voices -LRB- 2000 -RRB- attracted the film industry 's attention . This led to roles in bigger productions such as the action film Lara Croft : Tomb Raider -LRB- 2001 -RRB- , the crime thriller Road to Perdition -LRB- 2002 -RRB- , the crime thriller Layer Cake -LRB- 2004 -RRB- , and the Steven Spielberg historical drama Munich -LRB- 2005 -RRB- . Craig achieved international fame when chosen as the sixth actor to play the role of Ian Fleming 's James Bond in the official film series , taking over from Pierce Brosnan in 2005 . Although his casting was initially greeted with scepticism , his debut was highly acclaimed and earned him a BAFTA award nomination , with Casino Royale becoming the highest-grossing in the series at the time . Quantum of Solace followed two years later .   Craig 's third Bond film , Skyfall , premiered in 2012 and is currently the highest-grossing film in the series , was the highest-grossing film in the UK until 2015 and the fifteenth highest-grossing film of all time . Craig 's fourth Bond film , Spectre , premiered in 2015 . In 2006 , he joined the Academy of Motion Picture Arts and Sciences . Since taking the role of Bond , he has continued to star in other films , including the World War II film Defiance -LRB- 2008 -RRB- , science fiction Western Cowboys & Aliens -LRB- 2010 -RRB- , and the English-language adaptation of Stieg Larsson 's mystery thriller The Girl with the Dragon Tattoo -LRB- 2011 -RRB- . Craig also made a guest appearance as Bond in the opening ceremony of the London 2012 Olympic Games , alongside Queen Elizabeth II . As of 20 February 2017 , Craig is the second longest serving James Bond , surpassed only by Roger Moore . ;NOT ENOUGH INFO;NOT ENOUGH INFO;[];;False;False;False;False
192162;VERIFIABLE;SUPPORTS;Steve Mouzakis played at least one character.;[[[224764, 229546, 'Steve_Mouzakis', 3]], [[224764, 229547, 'Steve_Mouzakis', 4]]];Steve_Mouzakis;[[3], [4]];Steve Mouzakis is an Australian film , television and theatre actor .   He is known for his role in the Spike Jonze film Where the Wild Things Are , and as Steven Ray in The Suicide Theory . He has performed in television series such as Rolf in Very Small Business , Andrew Petrious in The Slap , Chris Baros in Killing Time , Theo Kallergis in Blue Heelers and Paolo in The Secret Life of Us . Other feature film credits include Darkness Falls -LRB- Sony Pictures -RRB- , Big Mamma 's Boy , and I , Frankenstein -LRB- Lionsgate -RRB- .   Mouzakis will play Van Gogh as a series regular in the 2017 comeback of the FOX television series Prison Break season 5 . ;"SUPPORTED
1, 2, 3, 4, 5";SUPPORTS;[0, 1, 2, 3, 4];SUPERSET;True;False;True;True
39180;NOT VERIFIABLE;NOT ENOUGH INFO;Kendrick Lamar signed his first contract with Top Dawg Entertainment after the release of his debut mixtape.;[[[55407, None, None, None]]];Kendrick_Lamar;[[None]];"Kendrick Lamar Duckworth -LRB- born June 17 , 1987 -RRB- is an American rapper and songwriter . Born and raised in Compton , California , he embarked on his musical career as a teenager under the stage name K-Dot , releasing a mixtape that garnered local attention and led to his signing with indie record label Top Dawg Entertainment -LRB- TDE -RRB- . He began to gain recognition in 2010 , after his first retail release , Overly Dedicated . The following year , Lamar independently released his first studio album , Section .80 , which included his debut single , `` HiiiPoWeR '' . By that time , he had amassed a large Internet following and collaborated with several artists in the hip hop industry , including The Game , Snoop Dogg and Busta Rhymes .   His major label debut , good kid , m.A.A.d city , was released in 2012 by TDE , Aftermath and Interscope Records to critical success . It debuted at No. 2 on the US Billboard 200 chart and was later certified platinum by the Recording Industry Association of America -LRB- RIAA -RRB- . The record contained the top 40 singles `` Swimming Pools -LRB- Drank -RRB- '' , `` Bitch , Do n't Kill My Vibe '' , and `` Poetic Justice '' . Lamar won his first Grammy Award for `` i '' , lead single from his critically acclaimed third album To Pimp a Butterfly -LRB- 2015 -RRB- . The album drew on free jazz , funk , soul , and spoken word , debuted atop the charts in the US and the UK , and won the Grammy Award for Best Rap Album at the 58th ceremony . In 2016 , Lamar released untitled unmastered. , a collection of unreleased demos that originated during the recording sessions for Butterfly . He released his fourth album Damn in 2017 ; its lead single `` Humble '' topped the Billboard Hot 100 .   Lamar has received a number of accolades over the course of his career , including seven Grammy Awards . In early 2013 , MTV named Lamar the number one `` Hottest MC in the Game '' , on their annual list . Time named Lamar one of the 100 most influential people in the world in 2016 . Aside from his solo career , Lamar is also known as a member of the West Coast hip hop supergroup Black Hippy , alongside his TDE label-mates and fellow South Los Angeles-based rappers Ab-Soul , Jay Rock and Schoolboy Q. ";"SUPPORTED
2";SUPPORTS;[1];;False;False;False;False
9646;VERIFIABLE;SUPPORTS;Tunisia was occupied by Romans.;[[[25838, 31772, 'Tunisia', 23]]];Tunisia;[[23]];"Tunisia -LRB- تونس ; ⵜⵓⵏⴻⵙ Tunisie -RRB- , officially the Tunisian Republic is a country in North Africa , covering 165,000 km2 . Its northernmost point , Cape Angela , is the northernmost point on the African continent . It is bordered by Algeria to the west and southwest , Libya to the southeast , and the Mediterranean Sea to the north and east . Tunisia 's population was estimated to be just under 11 million in 2014 . Tunisia 's name is derived from its capital city , Tunis , which is located on Tunisia 's northeast coast .   Geographically , Tunisia contains the eastern end of the Atlas Mountains and the northern reaches of the Sahara desert . Much of the rest of the country 's land is fertile soil . Its 1,300 km of coastline includes the African conjunction of the western and eastern parts of the Mediterranean Basin and , by means of the Sicilian Strait and Sardinian Channel , features the African mainland 's second and third nearest points to Europe after Gibraltar .   Tunisia is a unitary semi-presidential representative democratic republic . It is considered to be the only full democracy in the Arab World . It has a high human development index . It has an association agreement with the European Union ; is a member of La Francophonie , the Union for the Mediterranean , the Arab Maghreb Union , the Arab League , the OIC , the Greater Arab Free Trade Area , the Community of Sahel-Saharan States , the African Union , the Non-Aligned Movement , the Group of 77 ; and has obtained the status of major non-NATO ally of the United States . In addition , Tunisia is also a member state of the United Nations and a state party to the Rome Statute of the International Criminal Court . Close relations with Europe in particular with France and with Italy have been forged through economic cooperation , privatisation and industrial modernization .   In ancient times , Tunisia was primarily inhabited by Berbers . Phoenician immigration began in the 12th century BC ; these immigrants founded Carthage . A major mercantile power and a military rival of the Roman Republic , Carthage was defeated by the Romans in 146 BC . The Romans , who would occupy Tunisia for most of the next eight hundred years , introduced Christianity and left architectural legacies like the El Djem amphitheater . After several attempts starting in 647 , the Arabs conquered the whole of Tunisia by 697 , followed by the Ottomans between 1534 and 1574 . The Ottomans held sway for over three hundred years . The French colonization of Tunisia occurred in 1881 . Tunisia gained independence with Habib Bourguiba and declared the Tunisian Republic in 1957 . In 2011 , the Tunisian Revolution resulted in the overthrow of President Zine El Abidine Ben Ali , followed by parliamentary elections . The country voted for parliament again on 26 October 2014 , and for President on 23 November 2014 . ";"SUPPORTED
17";SUPPORTS;[16];DISJOINT;True;False;False;False
184470;VERIFIABLE;SUPPORTS;Above the Law was released before 1990.;[[[214862, 221842, 'Above_the_Law_-LRB-film-RRB-', 0]], [[214862, 221843, 'Above_the_Law_-LRB-film-RRB-', 4]]];Above_the_Law_-LRB-film-RRB-;[[0], [4]];Above the Law -LRB- also known as Nico -RRB- is a 1988 American action film written , produced and directed by Andrew Davis , and also produced by and starring Steven Seagal in his film debut . The film co-stars Pam Grier , Sharon Stone , Daniel Faraldo and Henry Silva . This came about after a successful screen test , financed by Michael Ovitz , leading to Seagal being offered a contract by Warner Bros. . The film was set and filmed on location in Chicago . The film was released in the United States on April 8 , 1988 . ;"SUPPORTED
1, 5";SUPPORTS;[0, 4];SUPERSET;True;False;True;True
113781;VERIFIABLE;SUPPORTS;Feels So Good was distributed as a single.;[[[133688, 148563, 'Feels_So_Good_-LRB-Mel_B_song-RRB-', 1]]];Feels_So_Good_-LRB-Mel_B_song-RRB-;[[1]];`` Feels So Good '' is a song by British recording artist Melanie B . It was written along with Jimmy Jam and Terry Lewis for her debut solo album Hot -LRB- 2001 -RRB- and released as the album 's second single on 19 February 2001 . In the United Kingdom , it peaked and debuted at number 5 , selling 55,000 copies in its first week and 140,331 altogether , thus becoming the 80th best seller of 2001 . ;"SUPPORTED
2";SUPPORTS;[1];CORRECT;True;True;True;True
47803;VERIFIABLE;SUPPORTS;On July 1st, 1967, Pamela Anderson was born.;[[[64182, 74923, 'Pamela_Anderson', 0]]];Pamela_Anderson;[[0]];Pamela Denise Anderson -LRB- born July 1 , 1967 -RRB- is a Canadian American actress and model known for her roles on the television series Home Improvement , Baywatch and V.I.P. . She was Playmate of the Month for Playboy magazine in February 1990 . Anderson was inducted into Canada 's Walk of Fame in 2006 .   Anderson is an activist for the animal rights movement and has conducted campaigns condemning the commercial fur industry and promoting veganism through the animal rights organization People for the Ethical Treatment of Animals -LRB- PETA -RRB- . For a time , she was known as Pamela Anderson Lee -LRB- or Pamela Lee -RRB- after marrying Mötley Crüe drummer Tommy Lee . ;"SUPPORTED
1";SUPPORTS;[0];CORRECT;True;True;True;True
145016;VERIFIABLE;SUPPORTS;Wayne Rooney is tied as the most red carded player for Scotland.;[[[168315, 182072, 'Wayne_Rooney', 19]]];Wayne_Rooney;[[19]];Wayne Mark Rooney -LRB- -LSB- ˈruːni -RSB- born 24 October 1985 -RRB- is an English professional footballer who plays for and captains both Manchester United and the England national team . He has played much of his career as a forward , and he has also been used in various midfield roles . He is the record goalscorer for the England national team and for Manchester United .   Aged nine , Rooney joined the youth team of Everton , for whom he made his professional debut in 2002 at the age of 16 . He spent two seasons at the Merseyside club , before moving to Manchester United for # 25.6 million in the 2004 summer transfer window . Since then , with Rooney in the team , United have won the Premier League five times , the UEFA Champions League once , the FIFA Club World Cup once , the FA Community Shield four times , the Football League Cup thrice , the FA Cup once and the UEFA Europa League once . In September 2013 , Rooney scored his 200th goal for Manchester United . He is currently on 253 goals in all competitions which makes him the club 's top goalscorer of all time . His 198 Premier League goals make him the competition 's second top scorer of all time , behind Alan Shearer . Rooney holds the record for most goals for one club in the Premier League , with 183 for Manchester United .   Rooney made his senior international debut in February 2003 aged 17 , becoming the youngest player to represent England -LRB- a record since broken by Theo Walcott -RRB- and he is England 's youngest ever goalscorer . He played at UEFA Euro 2004 and scored four goals , briefly becoming the youngest goalscorer in the history of the European Championship . Rooney has since featured at the 2006 , 2010 and 2014 World Cups and is widely regarded as his country 's best player . He has won the England Player of the Year award four times , in 2008 , 2009 , 2014 and 2015 . With 53 goals in 118 international caps , Rooney is England 's all-time record goalscorer and second most-capped player , behind Peter Shilton . Along with David Beckham , Rooney is the most red carded player for England , having been sent off twice .   In 2009 -- 10 , Rooney was awarded the PFA Players ' Player of the Year and the FWA Footballer of the Year . He has won the Premier League Player of the Month award five times , a record only bettered by Steven Gerrard . He came fifth in the vote for the 2011 FIFA Ballon d'Or and was named in the FIFPro World 11 for 2011 . Rooney has won the Goal of the Season award by the BBC 's Match of the Day poll on three occasions , with his bicycle kick against rivals Manchester City winning the Premier League Goal of the 20 Seasons award . ;NOT ENOUGH INFO;NOT ENOUGH INFO;[];;False;False;False;False
191144;VERIFIABLE;SUPPORTS;My Everything topped in twenty countries.;[[[223488, 228482, 'My_Everything_-LRB-Ariana_Grande_album-RRB-', 4]]];My_Everything_-LRB-Ariana_Grande_album-RRB-;[[4]];"My Everything is the second studio album by American singer Ariana Grande , released on August 25 , 2014 by Republic Records . Grande wanted My Everything to sound as `` an evolution '' from her debut album , Yours Truly -LRB- 2013 -RRB- ; it explores more mature themes and genres . In the album 's production , Ariana worked with a host of producers -- including Max Martin , Shellback , Benny Blanco , Ryan Tedder , Darkchild , Ilya Salmanzadeh , Zedd , and David Guetta . Upon its release , the album debuted atop the Billboard 200 , selling 169,000 copies in its first week . It debuted at number one in Australia and Canada as well , and peaked in the top ten of twenty countries worldwide . As of March 2016 , the album has sold 692,000 copies in the United States .   My Everything was preceded by the lead single `` Problem '' , which features Australian rapper Iggy Azalea . After its release on April 28 , 2014 , the single debuted at number three the week of May 17 , selling over 400,000 copies in its first week and eventually peaking at number two on the Billboard Hot 100 . `` Break Free '' , featuring German-Russian musician and producer Zedd , was released as the second single on July 2 , and peaked at the fourth position on the Hot 100 . The fourth single , `` Love Me Harder '' , featuring The Weeknd , was released on September 30 , 2014 and peaked at number seven . At the 57th Annual Grammy Awards in 2015 , My Everything was nominated for Best Pop Vocal Album . ";"SUPPORTED
5";SUPPORTS;[4];CORRECT;True;True;True;True
161494;VERIFIABLE;SUPPORTS;Robbie Collin is a British citizen.;[[[296680, 288453, 'Robbie_Collin', 0]], [[298301, 289807, 'Robbie_Collin', 0]], [[298307, 289816, 'Robbie_Collin', 0]], [[298308, 289817, 'Robbie_Collin', 0]], [[343751, 327445, 'Robbie_Collin', 0]]];Robbie_Collin;[[0], [0], [0], [0], [0]];Robbie Collin is a British film critic .   Collin studied aesthetics and the philosophy of film at the University of St Andrews , Scotland , He edited the university 's student newspaper , The Saint .   Collin is chief film critic at The Daily Telegraph . From 2007 to 2009 he wrote a weekly film column for the News of the World until the newspaper 's closure in July 2011 . That year he was shortlisted for Critic of the Year at the British Press Awards .  He appeared on the Channel 4 Vue Film Show , presented by Edith Bowman , and contributed to the BBC Radio 2 Arts Show with Claudia Winkleman . In August 2013 he guest presented BBC Radio 4 's Film programme . In August 2014 , February 2015 , July -- August 2015 , February 2016 and in April 2016 he guest presented Kermode and Mayo 's Film Review , also with Edith Bowman . ;NOT ENOUGH INFO;NOT ENOUGH INFO;[];;False;False;False;False
